id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2018,minimum_nights,number_of_reviews
958,Western Addition,37.76931038,-122.4338563,Entire home/apt,170,213,1,172
5858,Bernal Heights,37.74511233,-122.4210179,Entire home/apt,235,0,30,112
7918,Haight Ashbury,37.7666896,-122.4525046,Private room,65,0,32,17
8142,Haight Ashbury,37.76487219,-122.451828,Private room,65,0,32,8
8339,Western Addition,37.77524859,-122.4363737,Entire home/apt,785,276,7,27
8567,Western Addition,37.78470745,-122.4455543,Entire home/apt,255,206,2,31
8739,Mission,37.7591889,-122.4223669,Private room,139,284,1,631
9225,Potrero Hill,37.76258885,-122.4054306,Private room,135,26,1,434
10251,Mission,37.75874295,-122.413272,Entire home/apt,265,18,3,307
10578,Nob Hill,37.79142746,-122.4154357,Entire home/apt,120,,30,18
10819,Marina,37.80060136,-122.4250454,Entire home/apt,218,,30,22
10820,Haight Ashbury,37.77187372,-122.4385911,Entire home/apt,177,,30,36
10824,Western Addition,37.77355002,-122.4243619,Entire home/apt,194,,30,14
10832,Downtown/Civic Center,37.7857389,-122.4079771,Entire home/apt,139,0,30,18
12041,Haight Ashbury,37.77018946,-122.4459422,Private room,85,0,32,6
12042,Haight Ashbury,37.76894262,-122.4477822,Private room,85,0,32,5
12522,Castro/Upper Market,37.76074548,-122.4303241,Private room,79,325,3,383
12584,Inner Sunset,37.76203102,-122.4545495,Entire home/apt,136,,30,16
14125,Mission,37.7549067,-122.422455,Entire home/apt,215,28,3,97
17132,South of Market,37.78646668,-122.390717,Entire home/apt,450,,35,14
18231,Noe Valley,37.74888371,-122.4298237,Entire home/apt,107,,30,60
18904,Western Addition,37.77252152,-122.4321565,Private room,110,288,3,350
19040,Mission,37.76348967,-122.415174,Entire home/apt,198,,5,226
21334,Nob Hill,37.79579579,-122.4153345,Entire home/apt,125,302,30,118
21914,Haight Ashbury,37.7648003,-122.4525132,Private room,65,0,32,14
23540,Mission,37.75065033,-122.4198382,Entire home/apt,225,57,1,107
23611,Bernal Heights,37.74556319,-122.4120681,Private room,100,12,3,232
23630,Castro/Upper Market,37.75963016,-122.4414323,Entire home/apt,155,,3,340
24390,Mission,37.75145556,-122.4124782,Entire home/apt,95,,30,65
24450,Noe Valley,37.74884818,-122.436726,Entire home/apt,180,,2,213
24463,Potrero Hill,37.75644595,-122.3991023,Private room,155,194,2,266
24685,Haight Ashbury,37.7716176,-122.438362,Private room,79,15,1,177
24723,Western Addition,37.78716465,-122.4338611,Entire home/apt,195,262,5,270
25094,Noe Valley,37.74187613,-122.4312154,Private room,150,2,5,24
25168,Presidio Heights,37.78962992,-122.4487778,Private room,125,,30,16
25463,Western Addition,37.77728949,-122.4342115,Private room,110,293,2,388
25662,Potrero Hill,37.76212202,-122.395409,Private room,125,43,4,295
25927,Western Addition,37.78894736,-122.4303064,Private room,110,0,2,74
26408,Western Addition,37.77477848,-122.4314987,Entire home/apt,393,360,2,29
27025,Castro/Upper Market,37.76297968,-122.4313644,Entire home/apt,175,129,30,129
27028,Mission,37.76097556,-122.4215808,Private room,199,,1,25
29373,Bernal Heights,37.7372901,-122.4116347,Entire home/apt,210,,7,12
29557,Outer Richmond,37.77930832,-122.5051832,Entire home/apt,155,50,2,33
32414,Bernal Heights,37.74025451,-122.4125909,Entire home/apt,150,92,30,93
33577,Potrero Hill,37.76514606,-122.3975009,Entire home/apt,230,62,1,612
33578,Potrero Hill,37.76525619,-122.3973047,Entire home/apt,230,38,1,558
38607,Presidio Heights,37.78197462,-122.4580923,Private room,119,352,2,192
39174,Noe Valley,37.74830167,-122.424885,Entire home/apt,107,0,30,20
39418,Bernal Heights,37.74092695,-122.4205486,Entire home/apt,100,,30,21
40092,Mission,37.76016369,-122.419693,Entire home/apt,117,,30,96
40138,Presidio Heights,37.78254949,-122.4484382,Private room,83,,30,136
41055,Castro/Upper Market,37.76125009,-122.4333547,Entire home/apt,159,361,4,40
41172,Bernal Heights,37.74082734,-122.4176301,Private room,129,17,2,219
41399,Mission,37.75610669,-122.4186619,Entire home/apt,290,,3,71
41423,Glen Park,37.73556832,-122.4330159,Entire home/apt,126,26,30,146
41609,Nob Hill,37.79001329,-122.412916,Entire home/apt,170,175,30,13
42403,Bernal Heights,37.7335583,-122.4185132,Entire home/apt,85,9,30,6
42408,Bernal Heights,37.7340436,-122.4178129,Entire home/apt,85,0,30,4
42454,Mission,37.75117094,-122.4132586,Entire home/apt,91,,30,9
42577,Potrero Hill,37.75447178,-122.3881318,Entire home/apt,150,0,30,2
43732,Twin Peaks,37.75191264,-122.4438536,Entire home/apt,120,0,30,5
43778,Haight Ashbury,37.7727162,-122.4408369,Entire home/apt,120,3,30,8
44032,Mission,37.75145024,-122.4120698,Entire home/apt,95,,30,279
44680,Mission,37.75120853,-122.421645,Entire home/apt,175,,31,3
45299,Castro/Upper Market,37.76068104,-122.4333063,Entire home/apt,116,313,3,118
45956,Western Addition,37.7724811,-122.4301613,Private room,125,55,2,77
47486,Ocean View,37.72535732,-122.4686106,Entire home/apt,78,,30,28
47682,Pacific Heights,37.79250377,-122.4243122,Entire home/apt,120,,30,25
51073,South of Market,37.77116329,-122.4219948,Private room,180,,2,149
51557,Western Addition,37.7712146,-122.428339,Entire home/apt,119,,30,104
51773,Pacific Heights,37.79311697,-122.4259984,Private room,55,8,30,158
52713,Nob Hill,37.79666781,-122.4127171,Private room,99,201,30,166
53280,Bernal Heights,37.73877674,-122.4118949,Private room,90,,3,122
53934,Downtown/Civic Center,37.78775469,-122.4163436,Entire home/apt,163,,30,231
54518,Financial District,37.79330087,-122.4007941,Entire home/apt,200,,30,17
54634,Pacific Heights,37.79166446,-122.4264979,Entire home/apt,115,9,30,37
55632,Outer Richmond,37.77959493,-122.4861875,Entire home/apt,110,,30,10
55636,Twin Peaks,37.74889402,-122.4447857,Entire home/apt,106,,30,26
56621,Pacific Heights,37.79215669,-122.4245818,Private room,55,11,30,120
57479,Haight Ashbury,37.77459468,-122.4392288,Entire home/apt,200,28,31,152
57561,Bernal Heights,37.74720292,-122.4144302,Entire home/apt,175,4,30,212
57676,Mission,37.75762489,-122.4193257,Private room,99,15,2,107
59344,Noe Valley,37.74565481,-122.4286438,Entire home/apt,135,164,2,289
59381,Russian Hill,37.8031015,-122.4159579,Private room,109,292,2,215
59702,Bernal Heights,37.74208535,-122.414088,Private room,150,26,2,182
59831,Outer Sunset,37.75673543,-122.4917779,Private room,100,,60,1
60659,North Beach,37.80240771,-122.4092535,Private room,135,351,2,188
62519,Glen Park,37.74182583,-122.4299312,Private room,85,334,3,35
62651,Mission,37.762455,-122.4243211,Entire home/apt,1100,6,3,52
63247,Mission,37.74925779,-122.4139752,Entire home/apt,166,19,2,282
63405,Mission,37.75399609,-122.4177063,Entire home/apt,125,30,2,205
64165,Marina,37.80317361,-122.4287407,Private room,90,,30,64
66119,Inner Richmond,37.77797943,-122.4781239,Entire home/apt,95,1,30,96
66188,Outer Richmond,37.77718605,-122.5090602,Entire home/apt,216,0,30,12
68239,Mission,37.75425726,-122.4238661,Entire home/apt,326,119,31,35
69410,Inner Richmond,37.77441984,-122.4631894,Entire home/apt,80,,30,50
69549,Excelsior,37.73026802,-122.4264432,Private room,46,84,30,39
69553,Excelsior,37.73128161,-122.424784,Private room,40,0,30,26
69681,Seacliff,37.77706907,-122.5092319,Entire home/apt,170,30,30,7
70139,Bernal Heights,37.74527429,-122.4242403,Entire home/apt,108,,31,10
70284,Chinatown,37.79363898,-122.4063472,Shared room,30,,30,12
70753,Financial District,37.79446982,-122.4045049,Shared room,45,321,1,340
71645,Bernal Heights,37.74577519,-122.408412,Private room,109,224,3,104
71779,Inner Richmond,37.77624827,-122.4646569,Entire home/apt,80,,30,2
72365,Western Addition,37.77518125,-122.4333409,Entire home/apt,100,279,30,64
72444,Financial District,37.79308771,-122.4044315,Shared room,38,330,1,342
72921,Western Addition,37.77587983,-122.431431,Entire home/apt,95,,30,49
73011,South of Market,37.7702573,-122.4185467,Entire home/apt,270,,30,30
74451,Western Addition,37.77387671,-122.4329757,Entire home/apt,120,,30,17
74758,Excelsior,37.73137082,-122.4253181,Private room,40,120,30,34
75422,Excelsior,37.73127949,-122.424727,Private room,35,69,30,9
75423,Excelsior,37.73048025,-122.4249358,Private room,40,145,30,33
77175,Glen Park,37.73838179,-122.4337516,Entire home/apt,135,202,3,261
77932,Excelsior,37.73133676,-122.4245656,Private room,49,8,30,20
78651,Mission,37.7561541,-122.4192715,Private room,75,34,2,73
80394,Haight Ashbury,37.77065366,-122.4425207,Entire home/apt,140,,30,11
81158,Western Addition,37.78493236,-122.4461787,Entire home/apt,83,,30,12
81256,Excelsior,37.73152154,-122.4254703,Private room,40,0,30,19
81535,Downtown/Civic Center,37.78024683,-122.4130967,Entire home/apt,250,,30,14
82919,Bernal Heights,37.7342982,-122.4209213,Private room,115,288,3,368
83257,Western Addition,37.78528002,-122.4435815,Private room,90,176,1,84
83553,Outer Richmond,37.77482554,-122.5095181,Entire home/apt,85,0,30,6
84777,Castro/Upper Market,37.75969351,-122.4444487,Entire home/apt,85,,4,213
87640,Noe Valley,37.74549597,-122.4289845,Private room,115,145,2,314
91957,Haight Ashbury,37.76193577,-122.4492861,Entire home/apt,248,59,30,94
95243,North Beach,37.80298721,-122.4093699,Entire home/apt,400,,2,31
96383,Pacific Heights,37.79175618,-122.4247552,Private room,59,54,30,129
99094,Mission,37.76808631,-122.4243903,Entire home/apt,185,,5,11
100710,Mission,37.75629056,-122.4251775,Entire home/apt,450,12,4,10
102213,Russian Hill,37.80152408,-122.4143079,Entire home/apt,165,154,30,107
102951,Chinatown,37.79297219,-122.4066364,Shared room,30,,30,5
105497,Outer Sunset,37.75753702,-122.4985248,Private room,85,,30,3
106025,Downtown/Civic Center,37.78534948,-122.415146,Entire home/apt,130,,30,58
109883,West of Twin Peaks,37.73327365,-122.4643456,Entire home/apt,125,0,2,311
110825,Bayview,37.71548672,-122.3892242,Entire home/apt,120,57,30,8
113211,Chinatown,37.79294123,-122.4065867,Shared room,30,32,30,14
114401,Castro/Upper Market,37.76101577,-122.4300545,Private room,125,20,1,483
115242,North Beach,37.80591172,-122.4082989,Entire home/apt,125,122,30,5
117955,South of Market,37.77540808,-122.4114224,Entire home/apt,250,304,30,82
122829,Downtown/Civic Center,37.77380828,-122.4214827,Entire home/apt,75,,30,70
124011,Inner Sunset,37.7633399,-122.4694756,Entire home/apt,580,23,5,9
126046,Haight Ashbury,37.76813476,-122.444936,Entire home/apt,150,118,30,80
128230,Castro/Upper Market,37.75886842,-122.4356478,Entire home/apt,328,134,3,137
130775,Haight Ashbury,37.76608594,-122.451262,Private room,65,0,32,10
130805,Mission,37.75586066,-122.4209193,Entire home/apt,97,,30,63
132441,Bernal Heights,37.73973681,-122.4229943,Private room,69,286,1,99
134015,Marina,37.80356039,-122.4258887,Entire home/apt,275,355,3,68
137546,Bernal Heights,37.7470781,-122.4245638,Private room,102,232,2,207
138592,Mission,37.75557545,-122.4247407,Entire home/apt,1200,122,4,24
138619,North Beach,37.79835394,-122.404197,Entire home/apt,150,0,2,51
138681,South of Market,37.77284289,-122.3968654,Entire home/apt,500,57,180,2
138772,Castro/Upper Market,37.75822672,-122.4327331,Private room,150,203,5,54
140568,Bernal Heights,37.73873566,-122.4162381,Private room,90,,2,150
142177,Outer Richmond,37.78470578,-122.4812497,Entire home/apt,425,312,3,174
144043,Bernal Heights,37.74547473,-122.4072588,Private room,98,,2,134
144978,Pacific Heights,37.7933572,-122.4250623,Private room,56,2,30,116
145886,Mission,37.76408733,-122.4165897,Entire home/apt,395,,30,112
147443,Diamond Heights,37.74598781,-122.4453205,Entire home/apt,230,,30,107
148559,Castro/Upper Market,37.76787022,-122.4317222,Entire home/apt,275,361,4,19
148769,Twin Peaks,37.75195066,-122.4492788,Entire home/apt,115,,30,87
150053,South of Market,37.78759759,-122.3922239,Entire home/apt,600,,30,12
150347,Mission,37.76202211,-122.4187604,Entire home/apt,179,116,30,116
150848,Potrero Hill,37.76199539,-122.3939147,Private room,75,280,3,201
162934,Outer Richmond,37.77760606,-122.5037843,Entire home/apt,149,31,4,199
164207,West of Twin Peaks,37.74159258,-122.465782,Private room,69,215,4,322
166199,Castro/Upper Market,37.7619363,-122.432392,Entire home/apt,220,41,4,153
166771,Haight Ashbury,37.76827235,-122.4467843,Entire home/apt,185,1,30,150
174679,Mission,37.75452315,-122.4071558,Private room,80,,3,9
175090,Financial District,37.79018403,-122.4047484,Entire home/apt,110,57,30,24
175102,Financial District,37.7907639,-122.4040296,Entire home/apt,135,0,30,49
176092,Mission,37.75271742,-122.4093401,Entire home/apt,117,,3,277
176274,Excelsior,37.73142636,-122.42325,Private room,38,,30,8
178532,Inner Richmond,37.77556129,-122.4549796,Private room,140,28,1,119
178740,Inner Richmond,37.77818014,-122.4542027,Entire home/apt,178,,7,129
180233,Castro/Upper Market,37.7565689,-122.4326267,Entire home/apt,100,,30,18
181407,Glen Park,37.73723252,-122.4313899,Entire home/apt,170,,3,13
183859,Glen Park,37.73625672,-122.4367697,Entire home/apt,220,44,3,198
187730,Mission,37.75756728,-122.4193947,Private room,75,75,3,96
189068,Bernal Heights,37.73856392,-122.4168711,Private room,90,306,2,164
189894,Marina,37.80317808,-122.4297737,Entire home/apt,150,197,5,33
191632,Haight Ashbury,37.77310912,-122.4497861,Entire home/apt,138,33,2,404
199480,Bernal Heights,37.74556737,-122.4118731,Private room,90,359,3,183
201313,North Beach,37.80340358,-122.404845,Entire home/apt,182,,30,2
201579,Western Addition,37.77755722,-122.4332635,Entire home/apt,136,92,30,212
205842,Potrero Hill,37.76487422,-122.3976267,Entire home/apt,230,30,1,641
206566,Chinatown,37.79507377,-122.404977,Shared room,30,,30,9
206634,Chinatown,37.79466145,-122.4052333,Shared room,30,,30,5
206637,Chinatown,37.79290807,-122.4063746,Shared room,30,0,30,3
207980,Noe Valley,37.74445892,-122.4377567,Entire home/apt,295,131,2,319
208727,Outer Richmond,37.78264839,-122.4897119,Private room,79,0,30,28
208831,Russian Hill,37.80242099,-122.4144019,Entire home/apt,165,225,3,419
209514,Haight Ashbury,37.77118402,-122.4496256,Private room,92,5,1,378
212265,Mission,37.75551488,-122.4088242,Entire home/apt,245,,7,1
212783,Haight Ashbury,37.77107886,-122.4494184,Private room,98,14,1,350
213532,Haight Ashbury,37.77084767,-122.4481135,Private room,78,4,1,385
216042,Bernal Heights,37.74382383,-122.4177267,Entire home/apt,147,317,5,49
216064,Outer Mission,37.72652012,-122.4346791,Private room,75,0,2,85
217106,Haight Ashbury,37.7646809,-122.4452314,Entire home/apt,110,,30,42
218567,Western Addition,37.78594365,-122.4321929,Entire home/apt,200,28,30,88
220418,Haight Ashbury,37.7704207,-122.4501926,Private room,78,12,1,358
220780,Outer Richmond,37.77579266,-122.5070188,Private room,162,,30,0
221342,Russian Hill,37.802811,-122.4153959,Private room,139,290,2,166
224579,Mission,37.75631937,-122.404779,Entire home/apt,145,301,30,61
225205,Mission,37.76096715,-122.4231305,Private room,115,321,2,357
225933,Castro/Upper Market,37.76840265,-122.4308606,Private room,99,328,3,176
226594,Haight Ashbury,37.76968017,-122.4519325,Private room,120,11,1,81
229240,Financial District,37.79341364,-122.4033994,Shared room,45,340,1,308
229319,Bernal Heights,37.73818716,-122.4156629,Entire home/apt,135,,30,18
231129,Nob Hill,37.79113835,-122.4102948,Entire home/apt,995,4,1,58
231752,Noe Valley,37.75564727,-122.4402179,Entire home/apt,250,87,30,74
232060,Inner Sunset,37.75854624,-122.4644436,Entire home/apt,99,0,30,113
234394,Inner Richmond,37.78448988,-122.461881,Entire home/apt,195,172,4,39
238190,Russian Hill,37.80300926,-122.4158089,Private room,99,294,2,185
238204,Parkside,37.74173893,-122.5043468,Entire home/apt,135,1,3,179
241235,Financial District,37.79270773,-122.4038258,Shared room,45,332,1,292
242008,South of Market,37.77498573,-122.4063493,Entire home/apt,160,341,3,50
242477,Castro/Upper Market,37.75967103,-122.442569,Entire home/apt,175,,120,16
244361,Chinatown,37.79532253,-122.4086267,Entire home/apt,135,,30,69
245339,Downtown/Civic Center,37.783035,-122.4194218,Entire home/apt,138,,30,8
252867,Potrero Hill,37.75888607,-122.395388,Entire home/apt,280,100,6,20
254953,Golden Gate Park,37.77027086,-122.5109053,Entire home/apt,165,6,185,2
256148,Castro/Upper Market,37.76188298,-122.4421525,Private room,139,210,1,525
256176,Inner Richmond,37.77579194,-122.455045,Private room,100,16,2,263
258786,Bernal Heights,37.74350443,-122.4080545,Private room,75,,30,10
258873,North Beach,37.80133509,-122.4071376,Private room,89,,2,288
259621,Financial District,37.7946973,-122.4037366,Shared room,45,319,1,195
259622,Financial District,37.79440986,-122.4047253,Shared room,45,336,1,191
259919,Inner Sunset,37.76470345,-122.4536838,Entire home/apt,114,,30,13
269371,Castro/Upper Market,37.76294481,-122.4397359,Private room,95,13,2,159
269463,Haight Ashbury,37.76710859,-122.4515122,Entire home/apt,250,329,2,112
271505,Castro/Upper Market,37.76638818,-122.4292571,Private room,160,316,3,182
271602,South of Market,37.7764143,-122.4045364,Entire home/apt,133,32,30,98
273530,Potrero Hill,37.75612324,-122.3996666,Entire home/apt,325,357,4,31
274334,Outer Sunset,37.7534598,-122.5035849,Private room,92,178,3,58
276072,Mission,37.76833113,-122.4259199,Private room,95,,2,45
277339,Outer Mission,37.72681358,-122.4341905,Entire home/apt,110,137,3,311
279184,Mission,37.75290497,-122.4155266,Entire home/apt,575,,4,12
280549,West of Twin Peaks,37.73773413,-122.4495553,Private room,250,32,1,35
284117,Noe Valley,37.74334023,-122.4293165,Entire home/apt,111,247,2,202
285499,Castro/Upper Market,37.76287559,-122.4381517,Entire home/apt,210,,30,2
285755,Mission,37.7539485,-122.4191725,Private room,145,,3,104
286311,Castro/Upper Market,37.76274918,-122.4425154,Entire home/apt,475,,5,12
287907,Outer Mission,37.73224559,-122.4361426,Entire home/apt,300,350,3,62
288213,Potrero Hill,37.75971288,-122.3883334,Entire home/apt,190,162,2,168
292723,Excelsior,37.7309646,-122.4237795,Private room,40,0,30,18
295240,Castro/Upper Market,37.76267417,-122.439195,Entire home/apt,299,122,2,117
295565,Excelsior,37.73030099,-122.4246448,Private room,28,,30,7
297897,Outer Sunset,37.7573702,-122.5061944,Entire home/apt,299,,2,193
298368,Mission,37.76258853,-122.4174764,Entire home/apt,160,42,30,57
300589,Parkside,37.74433787,-122.4726613,Private room,99,185,3,273
307837,Noe Valley,37.75131,-122.4369962,Entire home/apt,159,227,7,50
308885,North Beach,37.79954216,-122.4067874,Entire home/apt,225,11,30,109
310254,Downtown/Civic Center,37.7773787,-122.4208702,Entire home/apt,258,,30,12
314248,Pacific Heights,37.79025558,-122.4364041,Entire home/apt,325,202,7,36
314368,North Beach,37.80345295,-122.4079812,Entire home/apt,375,,1,21
317078,Western Addition,37.77611771,-122.4329234,Entire home/apt,140,,30,12
317121,Haight Ashbury,37.76641274,-122.4466692,Entire home/apt,90,,30,25
323635,Excelsior,37.72606417,-122.4323163,Private room,55,6,2,53
325478,Mission,37.76065417,-122.4241354,Entire home/apt,315,326,4,104
326650,Western Addition,37.78633404,-122.4321665,Entire home/apt,139,,30,34
329020,South of Market,37.78277528,-122.3933743,Entire home/apt,250,,30,6
330535,Haight Ashbury,37.76892288,-122.4461472,Entire home/apt,189,127,30,111
330736,Mission,37.76592346,-122.4062842,Entire home/apt,295,269,2,48
334339,Castro/Upper Market,37.76295108,-122.4425923,Private room,99,215,3,154
334886,Marina,37.80432485,-122.4460138,Private room,140,10,2,126
338849,Western Addition,37.7852471,-122.4305061,Private room,99,,30,3
340429,Potrero Hill,37.75992352,-122.3949231,Entire home/apt,160,,2,18
342420,Castro/Upper Market,37.76052182,-122.4293868,Entire home/apt,595,342,4,15
345760,Castro/Upper Market,37.76478537,-122.4361059,Entire home/apt,119,,30,11
348580,Bernal Heights,37.74270981,-122.4195473,Entire home/apt,160,349,3,29
348714,Haight Ashbury,37.77306533,-122.4429333,Entire home/apt,190,246,3,311
350391,Noe Valley,37.74603493,-122.4371463,Private room,185,119,2,145
350479,Mission,37.75710636,-122.409627,Private room,60,176,1,34
351881,Castro/Upper Market,37.76174167,-122.443388,Private room,125,25,2,332
351950,Excelsior,37.72964987,-122.4253886,Private room,35,13,30,19
351978,Excelsior,37.73019147,-122.4231651,Private room,44,0,30,24
352165,Castro/Upper Market,37.75813281,-122.4355014,Entire home/apt,115,43,2,183
361230,Castro/Upper Market,37.76078926,-122.4344672,Entire home/apt,270,217,30,175
364023,Excelsior,37.72635564,-122.4334177,Private room,85,,30,0
364397,Castro/Upper Market,37.7586017,-122.4333208,Private room,95,357,2,61
366541,Financial District,37.79177805,-122.3950176,Entire home/apt,500,,30,1
371595,Presidio Heights,37.78144284,-122.4563493,Entire home/apt,135,210,2,214
374997,Castro/Upper Market,37.76054604,-122.4422101,Entire home/apt,549,223,3,33
377452,Mission,37.75138649,-122.4119355,Entire home/apt,200,,31,85
377569,Mission,37.75131194,-122.4079456,Private room,70,62,3,87
379255,Haight Ashbury,37.76587674,-122.4428136,Entire home/apt,672,236,6,11
379349,Haight Ashbury,37.76648139,-122.4454205,Entire home/apt,125,0,3,215
381217,Bernal Heights,37.74497989,-122.4192683,Private room,102,46,1,157
392543,Potrero Hill,37.7619571,-122.3941138,Entire home/apt,250,0,4,109
394575,Bernal Heights,37.74248144,-122.4106881,Entire home/apt,149,36,4,348
404102,South of Market,37.78049712,-122.4093365,Entire home/apt,150,233,1,27
408471,Castro/Upper Market,37.75666321,-122.4360723,Entire home/apt,600,55,2,32
409549,Bernal Heights,37.74001519,-122.4181296,Entire home/apt,169,,3,17
413663,Noe Valley,37.7498726,-122.4402748,Entire home/apt,189,,30,72
415498,Pacific Heights,37.79363159,-122.424931,Entire home/apt,130,,30,19
417681,Downtown/Civic Center,37.78217016,-122.4203794,Entire home/apt,114,,30,9
420160,Mission,37.76317552,-122.4070776,Private room,99,98,3,130
423063,Western Addition,37.77044206,-122.435987,Entire home/apt,269,4,3,76
423300,Mission,37.75635095,-122.4099599,Entire home/apt,101,1,1,19
424846,Inner Richmond,37.783767,-122.4752233,Private room,132,21,2,167
430692,Mission,37.75905539,-122.4076108,Private room,80,148,31,12
431632,Outer Richmond,37.7813536,-122.4826563,Entire home/apt,125,4,3,187
431862,Downtown/Civic Center,37.7832144,-122.4196866,Entire home/apt,124,,30,8
435389,Chinatown,37.79418392,-122.4058186,Shared room,30,97,30,8
435390,Chinatown,37.79455322,-122.4060035,Shared room,30,0,30,8
435391,Chinatown,37.79478217,-122.4059171,Shared room,30,0,30,6
437385,Outer Richmond,37.77883744,-122.5053471,Private room,128,8,2,219
438940,Castro/Upper Market,37.76003251,-122.4357042,Private room,100,357,2,40
438967,Castro/Upper Market,37.75940723,-122.4336289,Private room,109,,2,25
442349,Western Addition,37.77479775,-122.427114,Entire home/apt,200,,30,19
442397,Outer Sunset,37.75925432,-122.5089263,Entire home/apt,286,223,4,100
443908,Western Addition,37.78705762,-122.4290772,Private room,140,0,2,60
444675,Glen Park,37.74053895,-122.4312054,Entire home/apt,190,,30,6
450992,Western Addition,37.77407127,-122.4330999,Entire home/apt,100,,30,19
456264,North Beach,37.80590475,-122.4180343,Entire home/apt,165,,30,45
456568,Western Addition,37.77345501,-122.4291722,Private room,89,,3,51
457862,Western Addition,37.78100842,-122.4408308,Entire home/apt,425,339,3,38
457986,Excelsior,37.72593987,-122.4332747,Entire home/apt,225,244,6,12
459990,Russian Hill,37.80041188,-122.4156855,Entire home/apt,148,,30,3
465723,Parkside,37.73853305,-122.4716588,Entire home/apt,160,76,2,380
467507,Bernal Heights,37.74686781,-122.4096444,Entire home/apt,145,106,3,180
467839,Western Addition,37.78881144,-122.4294086,Private room,105,0,2,87
468490,Russian Hill,37.80139095,-122.4153421,Entire home/apt,450,7,1,19
470686,Mission,37.7673056,-122.4254201,Private room,125,348,1,236
474001,Chinatown,37.79471952,-122.4051877,Shared room,30,0,30,1
474107,Excelsior,37.72376078,-122.4292554,Private room,90,203,2,49
477122,Castro/Upper Market,37.76179625,-122.4268999,Entire home/apt,545,105,3,9
479072,Castro/Upper Market,37.75755635,-122.4363966,Entire home/apt,199,303,1,197
479415,Bernal Heights,37.73962418,-122.4148392,Entire home/apt,230,,3,18
482592,Glen Park,37.73429085,-122.4349105,Entire home/apt,650,9,2,98
485245,North Beach,37.80332338,-122.4107557,Private room,99,215,30,39
485286,Bernal Heights,37.73894892,-122.412741,Entire home/apt,195,,2,18
487019,Potrero Hill,37.75599837,-122.4002235,Entire home/apt,205,281,4,20
487499,Mission,37.76098575,-122.4218298,Entire home/apt,125,0,30,178
488297,Noe Valley,37.75613346,-122.440661,Private room,399,,3,197
488359,Castro/Upper Market,37.76214175,-122.4314817,Entire home/apt,205,214,3,214
491867,Western Addition,37.77296312,-122.4349706,Entire home/apt,350,288,2,32
491874,Western Addition,37.77143689,-122.4346951,Private room,115,200,4,95
494111,Outer Richmond,37.7798476,-122.4847757,Entire home/apt,120,103,3,109
496226,Potrero Hill,37.76197006,-122.4036531,Entire home/apt,157,57,30,126
496246,Mission,37.76347638,-122.4054606,Entire home/apt,300,,30,17
499096,Mission,37.75852755,-122.4238706,Entire home/apt,100,348,4,171
501057,Mission,37.74946151,-122.4091694,Entire home/apt,315,361,2,49
501770,Haight Ashbury,37.77166155,-122.4382618,Entire home/apt,220,,30,103
503362,Haight Ashbury,37.772441,-122.4378882,Entire home/apt,350,,30,115
504146,Marina,37.80594399,-122.4378257,Entire home/apt,269,87,2,62
505530,Bayview,37.74312404,-122.4064722,Entire home/apt,999,,3,4
505763,Twin Peaks,37.75081352,-122.4452375,Entire home/apt,200,,365,8
511991,Financial District,37.78952448,-122.3959498,Entire home/apt,350,,31,1
515260,Noe Valley,37.74395439,-122.4325251,Entire home/apt,260,,3,13
515524,Haight Ashbury,37.77144072,-122.4443317,Entire home/apt,250,,30,65
516836,Potrero Hill,37.75933372,-122.4036716,Private room,135,215,2,284
517803,Castro/Upper Market,37.76794225,-122.4390572,Entire home/apt,550,323,4,7
519796,Russian Hill,37.80298717,-122.4244721,Entire home/apt,175,73,4,77
522089,Mission,37.75980516,-122.424469,Entire home/apt,425,,3,33
522273,Bayview,37.7382073,-122.3914636,Private room,60,73,30,9
525525,Nob Hill,37.79475894,-122.4219964,Private room,125,,50,17
530857,Excelsior,37.71724659,-122.4356169,Private room,100,,2,15
531151,Bernal Heights,37.73495517,-122.4165589,Entire home/apt,449,,4,15
533193,Excelsior,37.72988374,-122.4267269,Private room,43,16,30,15
533627,Potrero Hill,37.76132396,-122.4042142,Entire home/apt,700,137,4,24
545585,Nob Hill,37.79709452,-122.4103305,Private room,140,3,30,84
545685,Outer Richmond,37.77619017,-122.4823081,Entire home/apt,79,297,1,649
548232,Marina,37.79817249,-122.4416863,Entire home/apt,1195,,4,27
558205,Financial District,37.78734531,-122.398496,Private room,200,44,30,45
560440,Mission,37.76050137,-122.4231686,Entire home/apt,195,348,3,10
561148,Inner Richmond,37.77821633,-122.4581341,Entire home/apt,450,,3,20
561602,Bernal Heights,37.74520796,-122.4193844,Private room,90,78,4,166
567239,Noe Valley,37.74472431,-122.4369879,Private room,95,209,2,538
568161,Outer Mission,37.73279459,-122.4370054,Private room,68,310,2,316
571042,Haight Ashbury,37.76810141,-122.4397246,Entire home/apt,405,359,4,9
576018,Noe Valley,37.75362677,-122.4313756,Entire home/apt,1000,294,2,18
578097,Western Addition,37.77052969,-122.4284775,Entire home/apt,280,,3,17
580106,Haight Ashbury,37.77557835,-122.4405988,Private room,93,,30,55
581216,Marina,37.80171787,-122.4350131,Entire home/apt,139,147,3,272
582335,Marina,37.80177977,-122.4371871,Entire home/apt,1149,,4,8
