id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2018,minimum_nights,number_of_reviews
13988824,Western Addition,37.77531389,-122.4289956,Private room,100,320,3,34
13999742,Inner Sunset,37.76255873,-122.4700346,Entire home/apt,300,255,4,84
14008953,Castro/Upper Market,37.75934448,-122.4262677,Entire home/apt,365,,5,5
14012697,Mission,37.75709409,-122.4247427,Entire home/apt,199,,30,5
14029388,Downtown/Civic Center,37.78460254,-122.4115666,Entire home/apt,78,,30,0
14029901,Castro/Upper Market,37.75742272,-122.4374125,Private room,97,27,2,79
14030807,Castro/Upper Market,37.75798047,-122.4417489,Entire home/apt,329,243,30,56
14043110,Bayview,37.72864204,-122.3878621,Private room,140,226,1,179
14049725,Bayview,37.7192346,-122.3959835,Entire home/apt,225,57,30,24
14057062,Inner Richmond,37.77714109,-122.4667579,Private room,125,0,2,48
14068781,Bernal Heights,37.74529109,-122.4097971,Private room,86,278,1,92
14074818,Mission,37.75078037,-122.4151974,Entire home/apt,250,338,3,3
14075653,Downtown/Civic Center,37.78761947,-122.4151162,Private room,39,,30,6
14076194,Downtown/Civic Center,37.78719134,-122.4150527,Private room,39,,30,2
14125801,Mission,37.7615023,-122.4211684,Entire home/apt,500,347,2,9
14126923,Inner Richmond,37.78461438,-122.4716157,Private room,80,,1,37
14139656,Mission,37.75939066,-122.4211674,Entire home/apt,540,337,2,38
14142409,Outer Sunset,37.76089791,-122.4776873,Entire home/apt,109,294,1,176
14153586,Inner Richmond,37.77449021,-122.4652222,Private room,46,346,30,78
14162759,Outer Mission,37.73213346,-122.4360012,Private room,500,0,1,21
14166343,Excelsior,37.71897986,-122.4317438,Entire home/apt,149,139,7,22
14179987,Marina,37.80008847,-122.4428673,Entire home/apt,169,,1,103
14180539,Outer Sunset,37.75719832,-122.4985803,Private room,95,,30,2
14181982,Inner Sunset,37.7636648,-122.4606944,Entire home/apt,195,269,3,81
14189398,Outer Sunset,37.75891375,-122.4969076,Private room,110,,30,0
14197078,Downtown/Civic Center,37.78841007,-122.4124538,Private room,234,35,2,37
14197816,Downtown/Civic Center,37.78784823,-122.4130918,Private room,234,35,2,25
14203815,Outer Sunset,37.76046109,-122.5047767,Entire home/apt,295,,30,50
14205598,Visitacion Valley,37.72100328,-122.4102371,Private room,98,227,1,210
14206695,Nob Hill,37.79183141,-122.4103843,Entire home/apt,140,185,30,4
14214684,Noe Valley,37.74990897,-122.4287533,Entire home/apt,199,,30,4
14220594,Bayview,37.73201102,-122.3746307,Entire home/apt,99,281,2,84
14225205,South of Market,37.77397078,-122.414815,Entire home/apt,185,247,30,84
14246713,South of Market,37.78153206,-122.398608,Entire home/apt,199,,30,0
14255278,Inner Richmond,37.77930793,-122.4616057,Entire home/apt,600,,2,21
14265180,Castro/Upper Market,37.75952104,-122.4411415,Entire home/apt,350,359,2,50
14266916,Bernal Heights,37.73882923,-122.4152944,Entire home/apt,200,42,3,110
14268636,Excelsior,37.72477987,-122.4319483,Private room,39,326,6,132
14280580,Potrero Hill,37.76101017,-122.3926229,Private room,150,,1,7
14299097,Mission,37.75758178,-122.4228412,Entire home/apt,333,,30,4
14304773,Potrero Hill,37.76409726,-122.3877482,Entire home/apt,224,346,2,24
14310743,Inner Richmond,37.78494862,-122.478123,Entire home/apt,150,,31,5
14311890,Financial District,37.79098266,-122.3925436,Entire home/apt,159,,30,1
14311906,Outer Richmond,37.78383968,-122.4792977,Entire home/apt,100,,31,4
14314506,Outer Sunset,37.76293373,-122.5051842,Entire home/apt,117,,90,0
14323059,Western Addition,37.77808156,-122.4404009,Entire home/apt,199,288,30,107
14339856,South of Market,37.78658506,-122.3897617,Entire home/apt,250,13,30,11
14341440,Mission,37.75270431,-122.411517,Private room,258,210,4,108
14342687,Bernal Heights,37.74163878,-122.4139259,Entire home/apt,140,230,2,75
14352641,Castro/Upper Market,37.76622386,-122.4306722,Entire home/apt,240,,30,2
14355639,North Beach,37.8054954,-122.4131592,Entire home/apt,181,346,2,38
14358722,Outer Mission,37.71098707,-122.4481299,Private room,75,,31,6
14360687,Lakeshore,37.73412038,-122.4790227,Entire home/apt,295,20,30,26
14371252,Outer Richmond,37.78043041,-122.4806219,Private room,399,1,1,0
14373123,Inner Richmond,37.7817052,-122.4760662,Private room,60,,30,6
14375372,Western Addition,37.77813817,-122.4407941,Private room,100,,3,5
14386727,Bayview,37.72869956,-122.3898066,Private room,150,117,1,198
14388391,Mission,37.75557636,-122.4144292,Private room,120,265,3,12
14401326,Western Addition,37.78526169,-122.442565,Entire home/apt,180,42,3,74
14404663,Outer Mission,37.72527129,-122.4380165,Entire home/apt,275,,7,0
14422371,Bayview,37.72828006,-122.389741,Private room,200,110,1,176
14426130,Outer Sunset,37.75930319,-122.5036574,Private room,92,9,1,177
14450414,Mission,37.7510085,-122.4124635,Entire home/apt,150,119,30,36
14451638,Excelsior,37.72670223,-122.4203214,Private room,48,,30,41
14452358,Outer Sunset,37.75296064,-122.5064656,Entire home/apt,220,37,2,18
14453697,Ocean View,37.70837175,-122.4603314,Entire home/apt,689,276,2,30
14464362,Bernal Heights,37.74709373,-122.4098439,Private room,101,,1,101
14468427,Castro/Upper Market,37.76446102,-122.4336723,Entire home/apt,149,,30,1
14474493,Outer Sunset,37.74831585,-122.4990432,Private room,69,34,1,31
14475808,Excelsior,37.72643931,-122.4187502,Entire home/apt,109,27,30,69
14476185,Excelsior,37.7247732,-122.4198781,Private room,45,55,30,73
14487347,Downtown/Civic Center,37.78588525,-122.4095171,Private room,75,277,1,83
14488234,Castro/Upper Market,37.76732604,-122.4324014,Private room,105,120,1,260
14490262,Potrero Hill,37.75819768,-122.4023991,Entire home/apt,195,40,4,50
14490343,Chinatown,37.79193882,-122.4076536,Entire home/apt,123,,30,0
14501673,Downtown/Civic Center,37.78100273,-122.4195171,Entire home/apt,150,,30,11
14505006,North Beach,37.80159003,-122.4028113,Entire home/apt,225,207,3,87
14507492,Western Addition,37.78158432,-122.4403316,Private room,140,331,2,60
14538591,Outer Sunset,37.76310047,-122.5032012,Private room,85,159,1,31
14540002,Noe Valley,37.74711811,-122.4252272,Private room,119,276,6,38
14549750,Outer Sunset,37.7610426,-122.4909055,Entire home/apt,150,215,3,81
14551959,Downtown/Civic Center,37.78621658,-122.4095847,Private room,119,251,1,71
14552166,Downtown/Civic Center,37.78700729,-122.4092411,Entire home/apt,119,297,1,60
14552390,Downtown/Civic Center,37.78598398,-122.4077414,Entire home/apt,78,,1,109
14553088,Downtown/Civic Center,37.78110643,-122.4196716,Entire home/apt,150,,30,7
14553693,Haight Ashbury,37.77062533,-122.4373063,Entire home/apt,160,45,3,115
14567341,Outer Sunset,37.75509684,-122.5093648,Entire home/apt,285,191,3,23
14574024,Inner Sunset,37.76194712,-122.4706412,Entire home/apt,94,,30,6
14577765,Excelsior,37.72590439,-122.4184864,Private room,45,31,30,51
14588279,Parkside,37.74465538,-122.4911073,Private room,62,,30,3
14591043,Excelsior,37.72451875,-122.4324157,Private room,100,208,4,52
14594885,Haight Ashbury,37.77271479,-122.4533741,Entire home/apt,200,295,2,60
14596029,Glen Park,37.73419642,-122.4326484,Shared room,50,305,2,46
14606464,South of Market,37.77971301,-122.3953637,Private room,150,276,30,1
14611058,Outer Mission,37.71126712,-122.44895,Private room,55,87,31,19
14611546,North Beach,37.80502033,-122.4063226,Entire home/apt,179,,30,4
14619235,Noe Valley,37.74788547,-122.4386613,Entire home/apt,310,325,3,43
14635668,Mission,37.74803429,-122.424576,Entire home/apt,219,,6,3
14654471,Excelsior,37.72626844,-122.4183218,Private room,39,80,30,47
14671513,Potrero Hill,37.75958369,-122.4008684,Entire home/apt,348,363,3,10
14671675,Mission,37.76535305,-122.4168849,Private room,110,11,3,129
14673134,Bernal Heights,37.73721651,-122.422645,Entire home/apt,125,241,30,22
14691164,Castro/Upper Market,37.76590288,-122.4347035,Entire home/apt,280,244,4,66
14694071,Downtown/Civic Center,37.78505825,-122.4141144,Entire home/apt,156,,30,47
14705126,Outer Sunset,37.76160181,-122.4949617,Entire home/apt,225,118,2,151
14709523,Downtown/Civic Center,37.78707502,-122.409731,Private room,112,260,1,80
14714307,Mission,37.76429807,-122.4170027,Entire home/apt,100,,30,0
14726839,West of Twin Peaks,37.72728102,-122.4580483,Private room,63,13,30,14
14727009,West of Twin Peaks,37.7293535,-122.4570533,Private room,59,,30,13
14745298,Noe Valley,37.74863518,-122.4366015,Entire home/apt,200,208,2,123
14758260,Downtown/Civic Center,37.78565116,-122.4094809,Private room,110,288,1,60
14759973,Mission,37.75834051,-122.4114316,Entire home/apt,310,357,2,14
14760041,Inner Sunset,37.76314929,-122.4700771,Entire home/apt,215,351,2,17
14762154,Bayview,37.72707806,-122.3880715,Private room,260,,2,25
14762607,South of Market,37.77474871,-122.4082868,Entire home/apt,190,,4,5
14763705,Ocean View,37.7193155,-122.4563489,Entire home/apt,158,275,1,226
14773074,South of Market,37.77678599,-122.4143818,Private room,89,310,3,43
14773204,Mission,37.76667538,-122.4170325,Private room,105,15,3,142
14773919,West of Twin Peaks,37.73650109,-122.4541305,Entire home/apt,97,215,3,88
14775913,Twin Peaks,37.74826585,-122.4502784,Entire home/apt,275,32,3,54
14788324,Ocean View,37.72026668,-122.4578486,Entire home/apt,108,227,2,49
14790424,Outer Richmond,37.77701381,-122.4890079,Entire home/apt,199,,4,40
14802259,Noe Valley,37.7533226,-122.435453,Entire home/apt,199,,3,69
14802586,Western Addition,37.7736359,-122.4326299,Private room,159,228,3,77
14804950,Bernal Heights,37.74569204,-122.4175826,Entire home/apt,110,224,1,275
14808208,Inner Sunset,37.76053325,-122.4630663,Entire home/apt,166,34,30,46
14827566,Western Addition,37.77738353,-122.4312006,Private room,85,258,2,184
14836958,Western Addition,37.77313678,-122.4331635,Private room,200,1,31,5
14841442,West of Twin Peaks,37.72785497,-122.4579085,Private room,58,55,30,13
14844247,Downtown/Civic Center,37.78770435,-122.4136695,Private room,53,,30,4
14845574,Inner Sunset,37.76585893,-122.454081,Entire home/apt,130,93,30,34
14869150,Western Addition,37.78517171,-122.4443816,Entire home/apt,210,340,3,31
14869325,West of Twin Peaks,37.72767162,-122.4585765,Private room,58,212,30,6
14884457,West of Twin Peaks,37.72917777,-122.4566352,Private room,58,183,30,16
14886240,Inner Richmond,37.77746497,-122.4477263,Private room,77,,1,81
14887262,Parkside,37.74255223,-122.4791723,Private room,8000,204,1,87
14888467,Bernal Heights,37.73538771,-122.4233716,Entire home/apt,280,28,4,0
14896984,Mission,37.75241456,-122.4112612,Entire home/apt,350,,30,12
14901483,Western Addition,37.78840191,-122.4263288,Private room,79,,30,4
14903530,Diamond Heights,37.74132216,-122.4370457,Entire home/apt,295,325,5,4
14906353,Excelsior,37.72385972,-122.4186913,Entire home/apt,185,111,30,7
14907455,Ocean View,37.70855192,-122.465725,Private room,80,218,1,143
14913379,Downtown/Civic Center,37.78812035,-122.4138026,Private room,450,,3,1
14913657,Inner Richmond,37.77829913,-122.4518245,Entire home/apt,149,190,3,46
14934208,South of Market,37.77671584,-122.4162838,Private room,128,,1,115
14936250,Outer Mission,37.73065136,-122.4303656,Private room,129,302,2,36
14938407,Ocean View,37.70827791,-122.4643213,Private room,107,213,1,140
14944663,Haight Ashbury,37.76284609,-122.4495319,Entire home/apt,400,70,4,49
14945475,Downtown/Civic Center,37.78719168,-122.4071763,Entire home/apt,300,,30,2
14946749,Parkside,37.74225058,-122.4963912,Entire home/apt,155,,90,23
14948841,Mission,37.7572341,-122.4150385,Entire home/apt,650,230,30,50
14948905,Mission,37.75805135,-122.4225549,Entire home/apt,450,277,3,80
14948986,Western Addition,37.77917321,-122.4406944,Entire home/apt,185,,1,1
14950542,Potrero Hill,37.75914649,-122.4027517,Private room,95,,2,13
14962746,Castro/Upper Market,37.76238182,-122.4445747,Entire home/apt,160,137,12,13
14963473,Inner Richmond,37.77980935,-122.4549396,Entire home/apt,1200,2,30,12
14969986,Financial District,37.79780438,-122.4005788,Entire home/apt,199,,90,2
14982368,North Beach,37.80037179,-122.4035373,Private room,90,,60,0
14983353,Western Addition,37.77779763,-122.4385358,Entire home/apt,260,84,30,36
14988703,Potrero Hill,37.76266751,-122.3947399,Entire home/apt,200,34,7,27
14990478,Outer Mission,37.73095439,-122.4446876,Entire home/apt,95,234,1,244
14996188,Inner Sunset,37.75848941,-122.4702271,Entire home/apt,130,337,2,154
15005046,West of Twin Peaks,37.73329467,-122.4583484,Entire home/apt,180,220,2,162
15009918,Outer Sunset,37.75414325,-122.4932435,Shared room,44,20,30,28
15010218,Glen Park,37.73365785,-122.4334555,Private room,100,213,4,121
15024335,Potrero Hill,37.75927983,-122.3893786,Entire home/apt,550,290,3,34
15027416,Noe Valley,37.75151922,-122.4419723,Entire home/apt,295,,1,6
15028336,Outer Mission,37.7335256,-122.4354539,Private room,70,216,3,124
15037623,Mission,37.75986627,-122.4160196,Entire home/apt,475,287,3,4
15051965,West of Twin Peaks,37.74324823,-122.4690588,Entire home/apt,125,18,2,129
15052541,Russian Hill,37.79866379,-122.4147545,Entire home/apt,3250,,90,0
15054072,Downtown/Civic Center,37.78869897,-122.4113322,Entire home/apt,259,6,1,6
15055277,Financial District,37.79029808,-122.4069347,Private room,129,280,1,128
15056192,Inner Richmond,37.77678454,-122.461263,Private room,129,300,2,83
15060615,Ocean View,37.71600079,-122.4542463,Entire home/apt,195,,3,23
15067182,Pacific Heights,37.79355935,-122.4301749,Private room,239,,1,44
15068542,North Beach,37.80227952,-122.4069805,Private room,150,303,2,50
15069107,South of Market,37.77944223,-122.3926463,Private room,119,218,1,157
15070065,Excelsior,37.72631814,-122.4297337,Entire home/apt,120,0,2,63
15072528,Inner Richmond,37.78030934,-122.4507916,Entire home/apt,125,92,30,7
15075530,Bayview,37.73504165,-122.3928109,Entire home/apt,135,292,2,109
15086385,Russian Hill,37.80440227,-122.4231348,Entire home/apt,250,19,30,37
15093175,Downtown/Civic Center,37.77695498,-122.422862,Entire home/apt,206,,90,1
15126863,Diamond Heights,37.74531235,-122.4434383,Entire home/apt,225,92,7,6
15132100,Financial District,37.79009201,-122.4062875,Private room,109,305,1,168
15132855,Marina,37.80515335,-122.4357017,Entire home/apt,245,349,2,107
15134083,Haight Ashbury,37.77169491,-122.4389965,Entire home/apt,349,,30,20
15144208,Bernal Heights,37.74375125,-122.4186757,Private room,50,241,4,71
15149470,South of Market,37.78053208,-122.398141,Entire home/apt,229,,30,0
15150709,Noe Valley,37.74489588,-122.430665,Entire home/apt,350,8,3,26
15162895,Western Addition,37.78577397,-122.44146,Entire home/apt,199,,3,18
15163770,Bernal Heights,37.73843487,-122.4217747,Entire home/apt,325,,2,20
15166182,West of Twin Peaks,37.73936476,-122.4594469,Entire home/apt,135,14,30,54
15166399,Noe Valley,37.75392829,-122.4368292,Entire home/apt,150,360,3,13
15176931,Potrero Hill,37.75952761,-122.4027123,Private room,80,279,3,39
15177458,Castro/Upper Market,37.7599746,-122.4415505,Private room,110,,2,21
15177460,Haight Ashbury,37.77491546,-122.4402701,Private room,150,23,1,43
15178460,Downtown/Civic Center,37.78794811,-122.4139344,Entire home/apt,360,,2,1
15179182,Bayview,37.73905601,-122.3853723,Entire home/apt,250,261,2,190
15189360,South of Market,37.77682167,-122.4074463,Entire home/apt,500,,4,4
15194176,North Beach,37.80155754,-122.4100754,Shared room,80,0,31,6
15194258,Haight Ashbury,37.77016454,-122.4427836,Private room,69,,30,5
15194320,North Beach,37.80238793,-122.4100413,Shared room,80,0,31,14
15194432,North Beach,37.80121793,-122.4084412,Private room,80,0,31,10
15204367,Outer Sunset,37.75634482,-122.492647,Shared room,45,0,30,64
15207802,Downtown/Civic Center,37.78966651,-122.4118829,Private room,299,0,3,1
15207940,West of Twin Peaks,37.72922569,-122.4606333,Private room,88,32,1,134
15208293,West of Twin Peaks,37.74260179,-122.4593601,Entire home/apt,280,277,30,1
15214880,Downtown/Civic Center,37.78781957,-122.4137364,Private room,399,0,3,4
15215678,Bernal Heights,37.73902297,-122.4214599,Entire home/apt,125,84,1,179
15216713,Bernal Heights,37.74470605,-122.4203211,Entire home/apt,99,0,30,3
15217571,Downtown/Civic Center,37.78951809,-122.4130877,Private room,369,0,3,0
15218861,Downtown/Civic Center,37.78811136,-122.4137369,Private room,399,3,3,4
15220043,Noe Valley,37.75419728,-122.4402916,Entire home/apt,250,103,3,38
15222045,South of Market,37.77496312,-122.3962432,Private room,139,317,30,26
15233175,Mission,37.75301914,-122.4108601,Entire home/apt,80,200,30,59
15236335,Crocker Amazon,37.70926563,-122.4485511,Entire home/apt,115,11,3,98
15256248,Castro/Upper Market,37.7619584,-122.4332273,Private room,97,120,30,8
15258331,South of Market,37.77787504,-122.4036294,Entire home/apt,549,,3,17
15267186,Financial District,37.7900648,-122.4066324,Private room,92,281,1,106
15268492,Downtown/Civic Center,37.78711584,-122.4093537,Entire home/apt,259,6,1,4
15269286,Western Addition,37.78028971,-122.4344657,Private room,175,332,30,53
15270397,Bernal Heights,37.73611595,-122.4211029,Entire home/apt,87,,30,2
15270469,Glen Park,37.7367855,-122.4386358,Entire home/apt,118,,3,41
15282659,Outer Mission,37.71033826,-122.4485417,Private room,65,,30,14
15283495,Western Addition,37.78566721,-122.4433919,Entire home/apt,150,,30,2
15286104,Chinatown,37.79072557,-122.4077135,Entire home/apt,800,,3,2
15297353,Bernal Heights,37.74185314,-122.4187503,Private room,150,292,30,13
15299001,Mission,37.75285428,-122.4186459,Private room,195,297,30,7
15309962,South of Market,37.78662843,-122.3911702,Private room,125,245,30,13
15311048,Castro/Upper Market,37.76803982,-122.4268623,Entire home/apt,220,,30,5
15311518,South of Market,37.7762998,-122.4156839,Private room,135,307,3,85
15313698,Outer Richmond,37.78483804,-122.479729,Entire home/apt,115,1,31,3
15314587,Nob Hill,37.79405039,-122.4108752,Entire home/apt,160,,30,0
15321192,Downtown/Civic Center,37.78786292,-122.415928,Private room,39,,30,1
15325569,Downtown/Civic Center,37.78806153,-122.4137266,Private room,599,0,3,0
15327480,Outer Richmond,37.77436241,-122.481026,Entire home/apt,300,301,3,26
15327674,Inner Richmond,37.77653288,-122.473874,Entire home/apt,195,222,30,61
15330348,Diamond Heights,37.7414019,-122.4428318,Entire home/apt,99,308,1,230
15334433,Outer Richmond,37.78547083,-122.4792212,Entire home/apt,175,57,30,8
15339049,Haight Ashbury,37.77182473,-122.4391468,Entire home/apt,350,258,3,42
15342398,Downtown/Civic Center,37.78808677,-122.4119585,Private room,339,6,3,3
15343159,Visitacion Valley,37.72147358,-122.4086808,Private room,69,312,1,265
15344978,Noe Valley,37.75071164,-122.4252127,Private room,68,,100000000,8
15346313,Mission,37.75646678,-122.4164391,Entire home/apt,400,296,4,33
15363435,North Beach,37.80024845,-122.4042543,Entire home/apt,209,,30,4
15372200,Castro/Upper Market,37.7582154,-122.4325526,Entire home/apt,180,,30,2
15377291,Castro/Upper Market,37.76237812,-122.4411546,Entire home/apt,210,,30,1
15377479,Downtown/Civic Center,37.78414635,-122.4114722,Entire home/apt,75,,30,2
15377893,Downtown/Civic Center,37.78488999,-122.4150512,Entire home/apt,125,,30,0
15378306,Inner Sunset,37.75487309,-122.4740245,Entire home/apt,99,,30,3
15379124,Mission,37.75409175,-122.4134941,Private room,119,1,2,11
15383658,Bernal Heights,37.7429429,-122.4198992,Private room,60,353,4,92
15392180,Haight Ashbury,37.76853262,-122.4482575,Private room,140,238,7,8
15393846,North Beach,37.80340405,-122.4055343,Entire home/apt,250,,30,1
15400940,Western Addition,37.77727294,-122.4247409,Entire home/apt,199,,30,24
15401372,West of Twin Peaks,37.73855173,-122.4451991,Entire home/apt,149,,30,2
15408863,Castro/Upper Market,37.76721735,-122.4300661,Private room,110,310,30,28
15409616,Pacific Heights,37.79637043,-122.4313752,Entire home/apt,800,362,2,14
15412358,Noe Valley,37.75472825,-122.4390771,Entire home/apt,107,,30,3
15422181,Inner Sunset,37.76363644,-122.4582623,Shared room,45,15,1,176
15422949,Inner Sunset,37.76400795,-122.4591823,Private room,80,357,1,49
15432669,Inner Sunset,37.75677967,-122.4673961,Private room,150,291,3,64
15446546,Financial District,37.79082559,-122.3914913,Entire home/apt,239,,30,0
15446815,Financial District,37.79059036,-122.3910434,Entire home/apt,239,,30,2
15448752,Downtown/Civic Center,37.78798739,-122.4135173,Private room,32,,30,5
15452448,Noe Valley,37.75230077,-122.4359025,Entire home/apt,151,,30,0
15453636,Ocean View,37.71718216,-122.4499856,Private room,80,310,2,105
15454408,Pacific Heights,37.79713099,-122.4250279,Entire home/apt,160,,30,0
15465063,Outer Mission,37.73250355,-122.4412611,Entire home/apt,250,,30,0
15468915,Haight Ashbury,37.77180796,-122.4448389,Entire home/apt,299,,3,13
15469891,Castro/Upper Market,37.75842303,-122.4418878,Private room,62,,30,19
15470223,Castro/Upper Market,37.75715926,-122.4406119,Private room,69,,30,19
15471195,Castro/Upper Market,37.75712025,-122.4420657,Private room,60,,30,21
15471316,Mission,37.75899436,-122.4075427,Private room,80,10,31,2
15472181,Castro/Upper Market,37.75839742,-122.4411987,Private room,68,,30,13
15478431,North Beach,37.80728248,-122.4105711,Entire home/apt,131,167,2,122
15483246,Financial District,37.79158845,-122.3930435,Entire home/apt,209,291,30,4
15484215,Castro/Upper Market,37.7601967,-122.4428218,Entire home/apt,740,,4,19
15486470,Western Addition,37.77707387,-122.4285851,Entire home/apt,550,263,1,127
15486810,Ocean View,37.72338607,-122.4698339,Entire home/apt,169,,3,7
15504145,Potrero Hill,37.76158761,-122.4026227,Entire home/apt,500,,7,1
15511739,Mission,37.75878586,-122.4203576,Private room,60,,30,1
15512010,Mission,37.75621201,-122.4165168,Private room,200,,3,5
15512995,Bernal Heights,37.7465087,-122.4103159,Entire home/apt,450,354,4,10
15521441,Mission,37.75940969,-122.408415,Private room,80,13,31,3
15523355,Mission,37.75917544,-122.4082493,Private room,58,15,31,0
15549498,Castro/Upper Market,37.76558722,-122.4325294,Entire home/apt,130,,30,2
15550123,Mission,37.75426981,-122.4236566,Entire home/apt,225,,30,10
15564777,Outer Richmond,37.77419149,-122.4911063,Private room,129,36,2,64
15567704,Castro/Upper Market,37.76830234,-122.4288265,Entire home/apt,285,160,2,77
15579505,Ocean View,37.71916365,-122.4559469,Entire home/apt,300,291,4,4
15591362,Potrero Hill,37.75636644,-122.4022954,Entire home/apt,149,199,30,40
15597482,Noe Valley,37.74609907,-122.42809,Entire home/apt,155,,30,18
15602145,Inner Richmond,37.78543402,-122.4702842,Private room,59,276,30,2
15604291,Nob Hill,37.79152545,-122.4193708,Private room,60,,30,1
15605090,Inner Sunset,37.76480415,-122.4693594,Private room,63,,30,39
15611358,Outer Sunset,37.7478009,-122.4815158,Private room,129,228,1,166
15619426,South of Market,37.7769716,-122.3969739,Entire home/apt,180,,30,0
15621583,Castro/Upper Market,37.76401641,-122.427209,Entire home/apt,400,358,3,7
15633213,Excelsior,37.7255823,-122.4232352,Private room,119,,2,51
15641829,Bernal Heights,37.74577872,-122.4206912,Private room,75,,3,27
15643873,Mission,37.76002177,-122.4198108,Entire home/apt,650,344,1,56
15649477,Lakeshore,37.7332933,-122.4758202,Entire home/apt,227,,30,1
15649595,Marina,37.79730984,-122.4369084,Private room,114,318,2,39
15649758,Mission,37.7501392,-122.4096422,Private room,59,,2,6
15662354,Outer Richmond,37.77478116,-122.4885041,Entire home/apt,105,,30,1
15662917,Noe Valley,37.75024826,-122.4383702,Private room,125,202,2,114
15664146,Seacliff,37.78436456,-122.4895147,Entire home/apt,295,,30,51
15675279,Mission,37.75188047,-122.4229293,Entire home/apt,115,,30,2
15675892,Downtown/Civic Center,37.78753317,-122.4093616,Entire home/apt,90,,1,77
15677325,Downtown/Civic Center,37.7854449,-122.4157599,Entire home/apt,86,,30,2
15705696,Parkside,37.74371069,-122.5020771,Entire home/apt,130,320,2,26
15706693,Outer Sunset,37.7619372,-122.4807514,Entire home/apt,125,292,2,133
15716518,Chinatown,37.79116448,-122.4059325,Private room,205,94,1,8
15717226,Mission,37.76384519,-122.4182323,Private room,85,,30,0
15717988,Mission,37.76997926,-122.4236517,Entire home/apt,125,,30,1
15718115,Haight Ashbury,37.77155944,-122.4395473,Entire home/apt,130,,30,2
15720967,West of Twin Peaks,37.74082457,-122.4588399,Private room,115,355,30,0
15722690,Inner Richmond,37.77600568,-122.4642277,Private room,200,0,2,23
15732801,Western Addition,37.7779286,-122.4343991,Entire home/apt,142,,30,2
15733592,North Beach,37.80214195,-122.4090156,Entire home/apt,135,187,30,26
15734872,Mission,37.75129969,-122.4112113,Private room,119,,1,14
15735313,Potrero Hill,37.76207355,-122.4045597,Entire home/apt,285,221,30,20
15759935,Noe Valley,37.75107375,-122.4352003,Entire home/apt,274,305,2,28
15760587,Inner Sunset,37.76553288,-122.4584064,Entire home/apt,90,,30,4
15760604,Inner Sunset,37.76339731,-122.4580707,Private room,60,,32,3
15760826,Inner Sunset,37.76404679,-122.459485,Entire home/apt,82,,30,2
15770116,Pacific Heights,37.79517333,-122.4278398,Entire home/apt,375,362,30,56
15774013,Russian Hill,37.7981512,-122.4099728,Entire home/apt,595,66,2,30
15774102,Potrero Hill,37.76377835,-122.4035765,Entire home/apt,249,197,1,23
15774126,Russian Hill,37.79938684,-122.4090959,Private room,450,148,2,4
15774165,Russian Hill,37.79818934,-122.4085395,Private room,290,211,2,5
15774694,Haight Ashbury,37.77384578,-122.4392348,Entire home/apt,100,,30,0
15776727,Castro/Upper Market,37.76442647,-122.4275934,Entire home/apt,250,37,30,40
15785104,Castro/Upper Market,37.76378832,-122.4397207,Entire home/apt,449,203,3,32
15803552,Potrero Hill,37.75840024,-122.3924571,Private room,125,276,3,18
15806021,Bernal Heights,37.73317175,-122.4318405,Private room,100,,2,3
15822076,Outer Mission,37.73225785,-122.4386962,Entire home/apt,100,288,3,71
15824294,Marina,37.79840563,-122.437603,Entire home/apt,350,359,2,22
15828423,Outer Sunset,37.75557304,-122.4944092,Shared room,39,20,30,57
15830044,Pacific Heights,37.79103204,-122.4337378,Entire home/apt,125,361,30,2
15832358,Castro/Upper Market,37.76670436,-122.4351064,Private room,100,3,4,51
15834994,Russian Hill,37.80174838,-122.4186227,Entire home/apt,750,362,3,17
15835438,Outer Richmond,37.77553919,-122.5053431,Entire home/apt,280,352,3,15
15843007,Visitacion Valley,37.71294424,-122.3988724,Entire home/apt,85,292,30,64
15843930,Castro/Upper Market,37.76694025,-122.4345615,Entire home/apt,600,100,5,38
15849484,Outer Richmond,37.77393468,-122.4799794,Entire home/apt,170,332,2,25
15853561,Mission,37.76207429,-122.4063294,Entire home/apt,700,345,5,10
15855837,Castro/Upper Market,37.76924693,-122.4307692,Entire home/apt,290,,2,16
15860350,Outer Sunset,37.75612886,-122.4990725,Entire home/apt,350,,2,1
15860884,Mission,37.75338894,-122.4147882,Private room,99,356,2,176
15860973,Mission,37.75126604,-122.4149382,Entire home/apt,499,359,2,6
15870673,Western Addition,37.7731809,-122.4223702,Entire home/apt,194,,30,3
15871266,Financial District,37.79732845,-122.3990836,Entire home/apt,240,,30,6
15873231,Financial District,37.78875466,-122.4064005,Private room,60,275,32,15
15876545,Bernal Heights,37.74032998,-122.4110214,Entire home/apt,376,358,2,39
15901364,South of Market,37.77297584,-122.3968568,Shared room,45,,30,4
15901668,Russian Hill,37.80029958,-122.4214244,Entire home/apt,200,,80,3
15901845,South of Market,37.77402585,-122.3971184,Shared room,45,,30,3
15903424,Parkside,37.74496655,-122.488739,Entire home/apt,120,314,2,106
15904098,Financial District,37.78858826,-122.4052771,Private room,59,306,32,21
15911270,Castro/Upper Market,37.7608189,-122.4298933,Private room,150,320,2,93
15911997,Western Addition,37.78229828,-122.4345993,Private room,70,273,30,69
